username,comment
@平峰-o3q,我是真心想支持 但西湖站真的太遙遠 那天去還排滿滿的人 都沒機會點上一杯~  希望toyz第一站加盟店可以開在三蘆新板 這四個地方...  我相信支持的人很多~~
@kangjass4413,椅子企劃真的很強 訂閱了 也期待能來南部
@小翔-z4n,"椅子哥，今天特地從新竹上台北要買飲料，結果買不到呀~~
何時要來新竹開分店?"
@Queena2114,toyz好棒
@wayne.945,"加盟下去好像沒這麼好賺欸...
假設一杯都50×0.67=33.5 獲利/杯
4員工×3萬+店租3萬=15萬
水電食材假設5萬
一個月成本20萬（沒算發票）
20萬/33.5=5970杯/（30天×8小時）
=25杯（一小時要賣25杯以上才是老闆開始能賺的）
所以難怪別人飲料要賣這麼貴才能賺錢...因為總杯數不夠所以調單價
椅子應該就是賺材料的薄利...然後又規定加盟主5年不能調漲（茶商應該有承諾他五年不調漲）"
@user-DisappearWish,難怪飲料店越開越多，先不說被跌價過後的加盟主很可憐，如果有人拿的茶葉價格跟椅子一樣的話，還繼續賣這麼貴的價格，真的是躺著賺了
@vipchris,個人認為椅子利潤應該更高一點，如果水電牛奶漲價，最低薪資也提高之類的，才比較可以撐下去而不是需要常常跟隨物價上調。
@Genius_Li,"我感覺拾汣茶屋應該很快
不用到今年過完
就會成為台灣數一數二大的手搖杯品牌了～
太強啦Toyz，真的是行銷鬼才！"
@j26627805,"還沒看影片先說！今天去排隊了！真的能跟大品牌抗衡！這個價格我可以天天喝了！
還跟椅子拍到照！！此生無憾

只是主播感覺跟妹拍照笑得比較開心"
@cocozozo2021,超棒的拉 Toyz
@a147258q,我覺得沒有TOYZ說的這麼簡單，但身為常喝手搖飲的來說還是希望樂觀其成，畢竟現在飲料真的越來越貴了
@LawFrim1212,toyz真棒，我是會計師服務你們家加盟主真的有賺還不少!
@NLNLOUO_MK,"這邊學產品管理跟食材採購的來講一下話應該沒問題吧

產品的原物料大量採購後其實最貴的不外乎人事成本以及房租和其他固定成本及我們最容易忽視的隱形成本機器維修等等長期展店勢必每天都要要賺夠從原物料人士等平均分攤下來的費用，我認為一份餐點例如早餐店:火腿蛋吐司，成本有瓦斯費、房租、食材、人士等等我這裡看到一份大約是30-35，目前早餐店一籃蛋批發價粗略估計1040好了，大量進購肯定更便宜，我們算一顆蛋要5塊錢，但這是現在的價格，在以前火腿蛋吐司的購買價格是可以到25就能買到了，所以你說老闆好賺嗎?我不著麼認為，當然Toyz開的是最好賺的飲料店哈哈，我自己有進貨過相關食材，原物料很便宜，但貴的是機器、房租、人事成本，店家也不是良心企業都是要賺錢的，但爺爺有點太誇張了，一個220便當還說很大碗吃不完，我就想問，這樣不就等於吃隔夜飯，再來如果忘記就要丟掉，而且都著麼貴了食材包裝還用塑膠= =  明明有更好的環保設計，算了就當我不懂吧。"
@Poppy17888,"經過一年半 再來看一次  
看來超X詐欺跟X老大 所開的 真的很會割
有心永續經營跟有心要割 的心態 還是差很多的"
@kabilapxi,強烈建議不要把椅子抓進去關了，多做些造福社會的事，比讓鬼才進去關更有意義
@visionoftheman8191,"貴是因為其他加盟品牌的訂價策略，並不是茶葉成本。
椅子使用好一點的原物料的確可取，但開店最高的成本還是在人事及店租上。平價飲料如果量沒衝上來很容易會g掉。"
@maomao4992,好幾天沒看到椅子了 渾身不對勁  快點出來~
@小吳-v6v,"其他飲料店都當我們消費者是盤子啊！！！ 
擊敗 以後只喝Toyz的飲料店 
兄弟們，大家一起加盟  支持！！！"
@可愛阿柴,幹 講的真好 現在飲料店幾乎每間都貴到一個靠北 一杯飲料可以買一個便當 有夠扯 越來越欣賞椅子 有機會一定要去買買看 看是不是唬爛 哈哈哈
@zeor1336able,"幹…良心店

自己做過飲料店才知道中間價差的部分

品牌方真的是超級吸血
我們做的血汗幾乎都在幫品牌方賺
無奈又需要品牌方的名氣

椅子能這樣賣其實一部分還是因為自身名氣夠
不然一般人想做這一塊會很困難"
@紋-p2n,"疊不到30%真的蠻佛心的 ,  只是如果未來擴大經營, 賣的杯數增加, 應該還是會要升到30%左右比較好一點 , 所以 Toyz 只是負責宣傳就是了 , 不點進來看,還以為是你開的 XD"
@junyulin3349,影片的最後應該發不自殺聲明，這麼好的理念卻會斷很多人的財路，希望TOYZ好好地堅持下去！加油
@阿軒-z5m,"因為加盟金而導致市場價格提升, 所以自己的品牌少了中間被疊價的情況所以可以將價格拉低, 試問那誰能解釋一下滴妹也是自己的品牌那它的價格怎麼也那麼高, 所以若是TOYZ的飲料原物料真的那麼實在, 那真的他的價錢真的很佛心"
@ann76826,嗨椅子最近變你的粉，以前常看館長，也抖內過，最近只看你，館長之前都不錯但這次他真的過了大頭症跟碰轟自大的醜陋面露出來了⋯你的邏輯完全屌虐，越來越欣賞你
@ZA-kk5tf,上次去換免費的凍飲覺得驚艷好喝 這次去買珍珠鮮奶茶真的很失望 珍珠不好吃 奶茶不好喝 然後我說要去冰 裡面放了十個大冰塊 不知道是全部的店家都這樣還是只有高雄武廟店是這樣 建議Toyz可以喝喝看行X紅X粉圓 奶茶喝喝看數字嵐 兩者都勝過拾X 你們的品項不算多 所以消費者會覺得應該每個都可以當招牌 但如果珍珠跟奶類沒有改善 拜託只要出茶類就好了 而且我也有看其他消費者有一樣的看法 真心希望可以在你們那邊喝到好喝的珍珠鮮奶茶 上次喝凍飲覺得驚艷 這次覺得驚嚇 麻煩多加改進 消費者才好多多支持 謝謝
@zenliu7788,椅子的嘴跟那個好像誠懇的態度真的厲害
@Lee-zo8xz,椅子來竹北開，絕對每天賣1500杯以上
@RyoRyo-p4b,比較好奇喝完之後會不會有酥麻麻的感覺，畢竟椅子認證
@awer040506,賣得便宜要看毛利。現在因為椅子名氣第一間店離家遠也會去買。但有可能天天跑得遠去買嗎。再加上開放加盟有沒有限制方圓多少範圍不得重複開第二間如果沒有那就可能片地開花。從而讓消費者分散。現在一間店1200百杯可能之後更高。但若一個區域內店家過多這1200杯是否會被分化。50元的價格來說67%毛利在33.5。加盟後成本往上疊20%16.5+3.3=19.8加盟業者的成本在19.8以10間店分化後可能一間分到120杯50*120=6000。毛利在4020元。人事成本店租成本水電成本一天要多少去攤才能賺錢。人圓現在一天要6個人上班那騎馬員工人數來到10個因為大家要輪流休假。薪資方面開多少如果是3萬。勞健保加一加一個人要3萬5。10個人35萬人事成本。店租假設在10萬。水電加起來在1萬～1萬5的話再加上稅金。房屋稅金以及2代健保。電話費瓦斯費。大概固定開銷可能落在50萬一天要16666的業績才打平。折舊攤體要攤多少！攤個5萬那開一間的加盟金以及裝潢設備的金額是多少。這些都算進去那是否還能賺錢就不得而知了～
@kaimeila136,明明就只是團隊去找TOYZ宣傳，椅子卻要說的好像自己開設的一樣.....這點需要對大眾解釋清楚吧.....
@zhouz3206,茶葉買的比人家頂 飲料卻賣的比人家便宜 改天有空我也要去喝看看支持支持 希望Toyz的店可以得到更多人的支持
@09487abc,祝福Toyz早日康復。
@PandaKevin,太狠了TOYZ
@Fei_garden,真心感謝TOYZ!!居然說出每個人不敢說的秘密
@davidwang641123,Toyz真厲害 不只會賣毒品還可以賣飲料
@lan1230213,"Toyz真男人
試營運沒辦法北上，有時間過去台北肯定要去買來喝
不是貪便宜，是喜歡喝好茶"
@依凡-e5o,不只飲料貴 放在車子也好貴 希望toyz也可以往這邊發展
@樹樹-t2l,支持椅子
@等登音效聲,椅子如果愛自己，請在未來持續監督品牌品質，不要搞砸自己招牌。然後我有經過一定去喝，現在有點遠
@_jupes_8800,等之後被動到蛋糕的加盟主們會怎麼對付飲料椅子
@alexciou7374,椅子哥太猛啦！！！不愧是要打倒整個飲料圈的男人，身為男人就是要以身作則，優先讓自己的飲料店率先拆除～我對你的佩服猶如滔滔江水綿綿不絕阿～
@emilyku9529,坐等爺爺直播….很想知道爺爺會說什麼，然後再被椅子打臉
@ReplaySistar,"10年椅粉報到,撇開所有外在因素,椅子真的是鬼才"
@恩-f4e,推行銷理念，這十幾年台灣手搖飲漲價漲得有點誇張，大品牌一漲其他牌子跟著漲價，希望toyz的飲料店能為台灣的手搖飲市場帶來一些衝擊
@yanzongchen5118,認真做事的椅子真的好強
@空條Q太郎-f7n,聽椅子這樣說起來，再睡5分鐘好像賺很多滿黑的
@CryptoLuffy,TOYZ真的狂!!另一種踢爆!
@律自-j1p,感謝椅子 公開透明
@MrJa2167,"難怪這麼多網紅開飲料店,還是Toyz公道"
@ttwbryant101,"你在改變台灣長久來高價手搖飲的謬思。Toyz, 雖然你有許多爭議的地方，但這件事你秉持良心去做，希望台灣人民能回到最合理價格的初衷，我們大家謝謝你，也希望你能持續下去。"
@missLPC,天哪 那些飲料店全部在握拳頭了 椅子要保重 但是哪天路過沒在排隊的話 一定會買  （還是不想大排隊）
@jochifehuange3049,"啊怎麼刪影片了 還想大事化小歐 
詐欺犯"
@噹噹噹-n2s,TOYZ其實生意頭腦不錯...只要用在正當生意上絕對是有機會的..
@yaboy0929,先是大麻，然後詐欺，再來背信，現在又跟違建扯上邊，就算公司負責人、地契不是你，也是又騙了粉絲一波，韭菜真好吃
@馬哥-j4m,希望多多開加盟店 支持椅子
@鄭智穎,給toyz一句良言，你就像諸葛亮，但諸葛亮總是叛逆出險棋，所以他最後輸給了司馬懿，不要做歹事，多作善事
@tubs6544,椅子台中會有嗎
@bigchicken0210,"椅子哥 賣完都不公告的 
我都大老遠跑去了⋯
明天會再去！"
@kennymeteor,看完倒此一油 無意再看到椅子這影片 等等去買一杯
@alcomc,"過度壓榨利潤空間有可能造成加盟主營運困難。容錯率小，人事就要壓，人事一壓、人材也就留不住了，訓練好的人手可能三個月～半年就不幹了、然後再陷入重新訓練新手的囧境、這時效率接著變低，客人就會流失，大量開店代表著面對更大量的競爭，很容易被放大檢視。
好的是Toyz很盡心盡力的在宣傳，好的開始就是成功的一半、目前剛開幕時價格戰打的不錯，接下來才是一場又一場硬戰直到能回本之前、加盟主們，加油吧！"
@caesar12,"聽到TOYZ的初衷是想讓台灣人不要騙錢真是令人痛哭流涕
那你之前怎麼會想騙朋友錢"
@rakuraku8043,TOYZ 哥!!!，我都係香港人，非常 SUPPORT 你的，你真係好似吳卓羲，不過你靚仔D!!!!!!!!!!!!!!!
@thuaabkp55,Toyz手搖飲料經濟又實惠 便宜又大碗希望品質還可以再更好 跟一般手搖次數差太多了
@f16588,「他的道歉一直都很有誠懇。他每次做了一些我們不能接受的事情的時候，他的道歉都會讓我們覺得他下次絕對不會再這麼幹。但是每次，他下次就又這麼幹了。又這麼幹了。」 ----史丹利。當時以為我不可能再看TOYZ的影片了，我還是太年輕了
@浩陳-o2t,Toyz 加油加油！
@yaoyao3494,想看toyz 盲測青茶 看能不能喝出品質比較好的
@MrCARISSAXLOVE,如果影片說的是真的 現在飲品那麼貴是因為其中一方疊價弄的 那麼看來是賺很兇 其他食品衣物都漲價了 看來是大品牌公司他們在弄小市民明明原物料沒漲那麼多但加了那麼多 希望TOYZ能夠在手搖站穩了 再去弄食品衣物之類打破他們大公司的貪念
@Dollove521,"To 黃伯超, this is how Toyz gives back to the society, and not just this one, he has made a lot of good impact on other people’s lives. Heroes don’t always wear capes, Toyz is a great man, and we all make mistakes in life, people should cut him some slacks!"
@香蕉-g2w,toyz加油！！！！
@timtu3042,椅子哥請問這樣薄利多銷的營運模式等人潮熱潮退了不會出問題嗎
@何秉翰-b2f,"Toyz. 它只是在創造一個品牌....就像自媒體創造自己的樣子、包裝、行銷,也實測飲料市場投入的成效,算是很實際的社會實驗！當然投資沒有絕對的,後續還是要看消費者、市場接受度、還有經營者各方面的變數調整！！這次實際投入,比許多的專業教授都還有說服力,很多高階的EMBA都是花錢紙上談兵,最後再換取一張用錢買來的“專業經理人證書”,這說來還真諷剌...呵...,總之~我是希望這會是台灣之光！！"
@Jax923,"美其名是加盟當老闆
事實上卻是當品牌方的打工仔
原料成本都被控制住，除了一開始的加盟金、押金、裝潢費，房租等等；後期品牌方漲價原物料沒得含扣只能吞
無奈下只能漲價來提升利潤了

消費者只能再不斷的漲價下 進行取捨 最後連自己喝到的是不是真的「茶葉」都不知道了
toyz真的強 希望可以這次可以殺個飲料界一波腥風血雨 造福消費者 而不是只有品牌方大賺 加盟商苦 消費者倒楣

很多人質疑toyz的 人品問題 包含之前因為某些事情 入監
但在網路上的聲量 以及 話題 還是很有看頭的

最後我想說 美食公道伯快更新RRRRRR"
@魏義紘-o6u,椅子哥 太神拉
@justwilam2,toyz 哥 ，我是您的忠實粉絲，我想知道為什麼你在高雄的拾汣茶屋沒有賣橙汁汗，我去了兩間都沒有….沒有橙汁汗的拾玖茶屋狗都不喝
@samueltse1753,Toyz 真的很強
@sobewant,椅子什麼時候要賣房子～
@MChappydays,toyz說: 你這對手，我只需要預判了你的走位已足夠，只用了我兩成功力。我很久也沒找到對手，需要預判他的預判。
@a0960706971,"也許現在的各大品牌手搖飲，起初也秉持Toyz的理念，但後來品牌擴大後人事.管理等技術其他成本增加，不得不從賣給加盟主開始疊加，來為維持一定品質

純屬個人見解，歡迎糾正"
@亦勝鄭,"就跟那些賣雞排的一樣 成本原料3、40塊的東西賣到快破百的雞排 ~
原來因該也是跟品牌還是加盟主在抬價有關 不然東西也是都沒那麼貴~

支持Toyz繼續下去好好賣飲料 不要在那邊嘴砲攻擊別人炒新聞 之前給人的形容確實不太好 但是這次你賣飲料我給你大大的支持~~~~"
@yoyoyoy2624,"真希望小劉能抨擊一下房市這問題 

支持話幫我推一下謝謝"
@朱屁屁,這個說法是在每天生意好到爆炸 客源多到爆 不然租金跟人事成本 還是吃非常重  要開店的人必須要想到這點 但是椅子這個做法有想要開店的可以嘗試
@user-168FDqcUEVrCA,我有預感椅子的店以後從北到南都喝的到。
@peterson53047,什麼時候蓋房子Toyz
@sclin9162,TOYZ讚!
@kaijie6621,椅子哥 你怎麼客串鈴芽之旅
@frankiefong8963,小劉真的牛逼 就沖你夠膽全部公開透明 就已經想加盟了
@陳仲鈞-h5y,"椅子想請問一下
整片看完我的理解是
你們用的茶葉跟別人是同一家
但是你們還是用比別人更高等級的茶葉
照這樣理解下來
我們到19去喝到的東西是目前我們到其他手搖飲店喝不到的
那麼是不是有其他較高等級的店家跟19用一樣的茶葉呢？
如果有的話可不可以稍微舉例一下呢？
想做個實測比較
上次壓力測試預計人會太多沒到場
這週末想過去試試看
希望你能看到並回答，感謝"
@海郎,"哭啊中路冠軍來賣飲料
都想搬到台北去朝聖了
祝toyz 可以擴展成連鎖店"
@Hyt-i7e,椅子好讚
@路人君-e7l,"only one adjective can describe toyz, that is handsome."
@oh2802,"我已經13年不喝 手搖飲
因為知道根本 太貴 
如果椅子 能因此撼動手搖飲的價格
看來是可以來嚐嚐了"
@王稀倪,"幫你想好未來的品項菜單了
奈奶蓋茶$69
檸（菱）襄（香）汁$69
怕被吉所以用諧音字
未來跟更多的網紅 再來更多限定
發財後要記得我欸 椅子"
@Transty-b7w,椅子這樣不會擋到其它加盟品牌的財路嗎XD？現在自己有加盟賣蔥油餅，日後再考慮加盟這個在台中開
@jimchen3515,椅子就算靠自己的名氣去開飲料店暴利也會賣翻，不過一心只想當公道伯，支持拉
@乾蝦早安,我們的椅子永遠是賺錢的那個 加盟賠錢不是我的事
@1994-h3w,"有一種第六感 五年內會收 或是跟加盟主起糾紛
椅子初期做什麼都成功 但他就像實況界的兩津勘吉 最後做什麼都會爆"
@wumr.1650,我開過飲料店 確實如椅子說得這樣  椅子這個價錢確實佛 但還要回歸到客人身上 還是要有客人才能賺錢 椅子真的在革命飲料市場
@as859618ify,小劉果然是個狠人
@Sheep_Lin,"小劉可以研究披薩店嗎
客戶一直說沒賺錢
卻分店一家一家頂下來
然後一直跟我們殺價"
@khaby5690,椅子哥這波違建問題你一定要撐住 我還沒去排隊買橙汁汗啊草
@飽飽-h6d,太真材實料了啦，toyz台中等你要喝爆
@remainderyears3419,Toyz 卡布gino一定要有的吧
@熊貓文,"TOYZ 雖然之前出事。但是不算罪大惡極，相信很多藝人朋友壓力太大都有碰之類。
以前很常看椅子的影片出事之後還是覺得椅子本身的口條根企劃實力真的不差，大家都還是會繼續看"
@syc8259,很愛吃雞排 很想知道現在一片雞排 賣80 95 甚至105 是不是真的那麼貴 希望toyz可以找出真相 找回10年前一片還吃得到60的價格
@moki11111,"一杯20的手搖飲你敢喝？ 用的是每斤80的茶葉梗,請的是剥削的勞工!! 
連狗都不喝~~超派
特來向椅子致敬,觀看你的影片讓你增加點流量,不然以後應該會常被打!!  超派"
@o2085,TOYZ要不要簽屬一份 絕不自殺聲明，哪天不見都有可能，希望還能看到你的影片
@呂奕珣,價格破壞者  Toyz 雞排一直漲 要不要處理一下
@changesound9227,當初廖老大開就讓人沒什麼想去喝，Toyz開感覺就不會令人失望。
@lky1682,"製成效率提高確實能提升營收，但來客數能穩定才是最大的考驗，飲料業市場是很競爭的。
至於毛利率方面，如果單日杯數沒有達到椅子所說的數量，人事、店租的成本就無法被高額的營收稀釋，毛利率也會跟著下降。"
@彭子家,如果我是椅子的話 在這個風口浪尖 我可能真的不敢出門
@weite345,"可惜不在內湖
好想支持toyz一波
等衣服好了

人非聖賢 孰能無過
誰能一輩子不犯錯？
希望toyz好好加油 不要再辜負挺你的朋友和粉絲們
好好做人。"
@楊家浩,怎麼感覺已經看到椅子被踢爆的即視感
@Webex-GG,TOYZ這樣做跟館長差不多阿  館長東西也是品質好  但有些設計方面就要加強
@fuiuflfgiih7896,Toyz看茶葉園第一反應以為是哈們園
@姜九笙,"超扯 那天看到一間不是連鎖的飲料店買了一杯百香綠茶挺好喝的45$ 
我就想到之前我去清心買了一杯百香綠茶狗幹難喝什麼果粒也沒有60$

還好現在不常喝飲料了,物價上漲的可怕~
算一算我一天至少要花一千台幣生活~~~~~~~= _ =

但有機會還是會去支持一下TOYZ的飲料店!!!!!!!!!!"
@hibeetley28,TOYZ比胖虎好太多了 還硬要人家叫他師父 笑死
@apnama10,原來打不死的椅子是來革命
@hl9550,Toyz以後開到有良心椅子夜市都不意外
@cheephanling7054,果然是toyz.... 现代版 （诸葛亮）头脑一流！！！佩服佩服
@詭-c8z,想不到toyz的行銷這麼有說服力
@鄭宇欽-i3n,之前直播我怎麼印象看過椅子說最貴49元 我記錯嗎
@秦天-l8r,椅子哥我想加盟
@McXunTeDrum,"椅子好厲害好聰明喔
連五十嵐這些大品牌大企業都是腦B都沒想到
實在""""佩服""""阿"
@威忠,那些加盟主多付給品牌的就是(美其名)牌子 營運模式和行銷費，行銷這一塊這次由椅子吸收了，這次幕後營運藉由椅子創立了一個全新品牌，一定是算過還有利潤的，一開始犧牲一些，之後就是要做出店多薄利多銷才有賺頭，總之是一片美意，就喜歡這整個團隊能否一直堅持初衷了ps這團隊敢投資一點在椅子身上目前來看也是有點慧眼識英雄啊！
@user-hds1vbz4scf1x,"那椅子就很雙標了阿
而且比愛莉莎莎更割韭菜
光是5年不漲價100%賺不到錢
很明顯就是想賺一波加盟金後拍拍屁股進去關然後遣送回香港
坐等椅粉加盟被割韭菜"
@akuma788,詐完人之後做生意很清流對椅子改觀了 然後大戰館長館長也輸爆了
@iknowilee4049,我只能˙給toyz 777了  真的很厲害
@FLOW-ml6yt,所以這店實際不是toyz本人開的 是那個團隊開的 你只幫忙行銷？
@陳威達-l4e,"Toyz講話慢慢的有憲哥的神韻
然後廖老大網紅店真的BBQ了"
@邱文勤,說真的19茶屋沒有很便宜⋯⋯⋯就跟一般飲料店一樣 椅子老闆是不是有什麼誤會一直說多便宜真的踏進店裡買就一般價格哪裡便宜啊大品牌的品質真的比你的店差？？
@timl4753,請問Toyz什麼時候要進去蹲
@yszoo,"日賣1000杯,不是每個點都有這樣的人流,
未來到比較偏僻的縣市營收打對折還可以賺錢嗎?
""品牌""店為何比較貴點又多,似乎有點道理!
再來Toyz行銷好,但是形象真的差到暴,
未來加盟後Toyz萬一不幸被遣返,
不就像另一個廖老大一樣!"
@yaya-wp4cr,TOYZ 賣一下多多綠
@shaun1048,椅子茶飲一炮而紅，三公分館長嫉妒恨呀
@godgodcharlie,濕鳩茶屋，TOYZ你真的還是很香港，非常濕鳩。
@a914021,那個胖子整天只會消費別人 看看椅子在進步差多了
@黃晨晨-x3x,在這邊卡一下 等看看倒了被割韭菜椅子腦粉
@LWH_HK,濕鳩茶屋？我覺得toyz係想咁讀
@chawy.,"TOYZ的飲料為什麼這麼好喝？
因為我加了大麻"
