username,comment
@chillhighhigh7973,"剛吃完奢華海鮮丼跟8倍蛋
覺得海鮮丼還不如鮭魚卵飯糰
然後8倍蛋跟看Joman 影片的蛋量差很多 小劉影片裡的蛋包飯的蛋量才是真實狀況
結論 ：被盤了一波（乾"
@magiclin5176,感謝toyz 讓我連嚐鮮的錢都省了
@e80719ab,"吃個東西整天厚度厚度的煩死，吃和牛厚度，吃牛舌厚度，現在吃個便利商店也在厚度
椅子這集無條件給讚"
@ogamikazuma,"Joeman 下一期
平價律師 對上 奢華律師 feat.Toyz"
@counterko,看到那張臉就pass了，感謝toyz評測
@johnnyerion,"對拿鐵的評價跟我們家觀感完全一樣... 不如買現泡或是再睡五分鐘的還比較好
期待JOEMAN開箱椅子的飲料店臭回來XD"
@LegLegTW,期待Joeman開箱椅子的飲料店
@miles5585,我猜那個小圈圈又開tg 靠北椅子了哈哈哈哈哈哈
@ngsiuki,椅子哥真的好敢講耶，還叫大家不要買 XD
@Lil_lun2030,YT圈不怕得罪，敢開箱Joeman系列出來公審的我相信只有toyz了
@nikkichiu0607,"網紅原來就是這樣騙錢的上架當天就買了奢華御飯糰跟蛋包飯。整個就是難吃，飯吃了一口就「飽」了還說產品都是精心挑選過的⋯⋯
期待改天有機會DISS一下TOYZ的飲料店"
@binpee9710,難得toyz吃到大家都可以輕易嘗試到的料理，我也親自嘗試過，更加相信toyz在頻道說的話十之八九都是實話，我吃了奢華海鮮丼也是感覺沒什麼特別的，東西都跟普通7-11的差不多，可能好吃一點，但貴了很多，完全不值（我個人也是joeman粉絲 絕對沒有偏袒誰
@Alan-kx6ir,我昨天吃過歐姆蛋，我覺得椅子說的沒錯，他如果番茄醬在淡一點，我應該會覺得很爛，現在這個味道真的也勉強而已，不過我沒看價錢，今天看這影片才知道109元，那真的是有點貴，如果這樣我還比較推吃小七的打拋豬、綠咖哩還比較好吃，我印象牛肉麵也不錯．．．
@ioax4543,"昨天剛好買了8倍蛋包飯(用OPENPOINT1點+99元兌換) , 
個人吃起來和TOYZ敘述的幾乎一樣, 很無聊的口味,
醬料跟蛋太淡無法跟包著的米飯很MATCH ,反倒是星宇航空出的雞腿丼飯個人比較喜歡"
@黎曦-x8l,"椅子太爆幹實在，不過開頭別直接說臭別人比較好
DDDD
草莓大福全家完勝小7
4:42 看到翻三明治蛋沙拉那邊真的笑死"
@盧宗平,"照燒雞飯糰真的取名很誤導，而且TOYZ說的很中肯，海鮮飯糰是真的期待落差感很重，完全不想再回購
照燒雞三明治個人覺得是所有品項裡最好吃，而雞蛋的部分嘛....7-11所有的三明治都有類似情況，所以不意外
的確是跟照燒雞糖心蛋味道差不多，但肉比較大塊也比較厚，所以個人覺得口感比較好吃一點，貴10塊還算可以接受...但CP值是照燒雞糖心蛋比較高
歐姆蛋包飯個人感覺也是跟TOYZ說的一樣，不難吃但就是味道不太夠，顯得醬汁太濕(稀)了，還不如番茄醬炒飯版本的蛋包飯"
@陳小王-l7s,toyz講的就是真話，現在的商品能對消費著佔便宜一定坑到底，銷量下降就用名人網紅去洗無腦跟風的消費著，講真的消費著能買單消費著自己也要想想
@jimmy900408,好希望Toyz去跟超商合作一下！想吃看看美食公道伯的超商美食口味～～
@靳閔傑,看完覺得椅子真的是有一說一     沒理由特意去臭    就真的看完影片自己也不會想去買...
@joe80185,"超愛椅子有一說一
以前只愛吃7-11鮮食
看到網評一直說全家越來越厲害
去吃過發現
咖哩：全家＞小7 全家咖哩有夠濃郁
涼麵：全家＞小7 全家芝麻有夠香紮實
麻婆豆腐：全家＞小7 全家是很麻 小7無感
飯糰：全家＞小7 光金菇菇的就好吃又大顆
全家的草莓大福不是果醬是真草莓 唉7-11..

現在7-11全面贏全家大概只剩冷凍肉品那類
希望全家的冷凍微波商品有一天也可以超車"
@oomakitw,"去年沒聽toyz的評價去吃板橋大遠百的""添好運"".....吃完覺得toyz的評價已經很保守了....我個人不會再去吃第二次..."
@queenyfung5596,"雖然我覺得joeman很多影片都很好看 製作團隊也很厲害
但是這波我站Toyz

有些joe粉或者中立撚或者椅黑首先要記得一個大前提：
如果不是東西難吃 請問Toyz怎麼吐槽？

我相信Toyz在此之前跟Joeman沒有太大的恩怨
哪怕前段時間稍稍cue到了他
就當時情況而言 我不覺得Toyz那麼無聊 為了黑而黑來得罪Joeman
所以如果這次聯名真的好吃 Toyz也一定會推
還趁機可以幫Joeman工商 說不定還可以認識一下

但是Toyz本來就是做美食公道伯的
所以東西難吃他肯定也會如實說出來
關鍵是 他也不怕得罪Joeman
一不認識 二他吃了無敵星星 大不了合併執行

綜上我相信Toyz在決定拍這條片之前
已經寫好了兩個劇本：好吃=幫Joeman/不好吃=賺流量
無論哪個結局對他來說都沒有任何壞處
現在明顯走了第二個劇本
其實在Toyz開箱之前 就已經在Joeman的IG和影片下面有不少差評
可見是真的有消費者不買帳 Toyz也不是故意黑
很多路人甚至會覺得他很有種 敢杠百萬youtuber

反正一句話：
一個人跌倒了能重新站起來，是運氣；
但一個人無數次跌倒還能無數次站起來，甚至比以前更好了，那就是本事了。"
@賽羚羊-e7o,期待椅子跟超商聯名 一定買爆
@bobchang5640,椅子的飲料店要上市了 還敢這樣處處招惹網紅 respect
@三星的人別聽慢歌,"又是一波流量 椅子超人 我的流量人

這樣看完影片後跟我實際在超商認真看成分說明一樣
草莓大福只賣35  本來想買 想說可能是平價或是奢華中 比較平價的選擇
結果看完成分直接原地嚇到ㄟ  
因為只是草莓口味的大福 實際上卻吃不到草莓......
如果是這樣建議寫""草莓口味大福""  而不是""草莓大福""

聯名的三明治也是跟其他的三明治一樣  只有看得到的那一面會塞得很像後面也是滿滿的料
但實際上 每一口都只有土司跟空虛感...還好賣得貴 沒有考慮買

御飯糰也是  賣59元 以為有九妹的加持 會是扎實的御飯糰
但其實也只是虛的 薛頭罷了  裡面有料 但跟那個價位真的會讓消費者失望 甚至可能感到被擺了一道
""我買了60元的東西 不如吃30元的肉鬆口味飯糰""

如果要這樣賺粉絲的錢...以後跟網紅有聯名的東西 真的不要輕易嘗試比較好XD"
